,NM_MUNICIPIO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
3186393,MONGAGUÁ,ROBERTA MOREIRA DE ALMEIDA,1,EE. PROF. AIDA LEDA BAUER DAVIES
3187828,MONGAGUÁ,MARLENE APARECIDA DE SOUZA ZERTUS,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3187859,MONGAGUÁ,MARLENE APARECIDA DE SOUZA ZERTUS,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3222096,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,7,EE. PROF. ARACY DA SILVA FREITAS
3222101,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,2,EMEF. JACOUB KOUKDJIAN
3222102,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF. BARIGUI
3223095,MONGAGUÁ,EDIMILSON JOAQUIM JUSTINIANO,6,EMEIEF CLAUDIA MARIA ANDRELLA
3224649,MONGAGUÁ,MARCOS SIQUEIRA GONÇALVES,2,EMEF. JACOUB KOUKDJIAN
3224661,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,4,EE. PROF. AIDA LEDA BAUER DAVIES
3227144,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,3,EMEF. JACOUB KOUKDJIAN
3227145,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,16,EMEF VEREADOR GIVALDO ALVES GOMES
3227146,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,4,EE. AGENOR DE CAMPOS
3227147,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,7,EMEIEF CLAUDIA MARIA ANDRELLA
3227663,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,3,EMEIEF. PEQUENO PRÍNCIPE
3227667,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
3228624,MONGAGUÁ,MARCELO DOS SANTOS CONCEIÇÃO,2,EE. AGENOR DE CAMPOS
3228625,MONGAGUÁ,MARCELO DOS SANTOS CONCEIÇÃO,2,EMEIEF CLAUDIA MARIA ANDRELLA
3229141,MONGAGUÁ,ABNER ALMEIDA BEZERRA,1,EMEF. JACOUB KOUKDJIAN
3229142,MONGAGUÁ,ABNER ALMEIDA BEZERRA,1,EMEF VEREADOR GIVALDO ALVES GOMES
3229143,MONGAGUÁ,ABNER ALMEIDA BEZERRA,1,EE. AGENOR DE CAMPOS
3229144,MONGAGUÁ,ABNER ALMEIDA BEZERRA,2,EMEIEF CLAUDIA MARIA ANDRELLA
3229648,MONGAGUÁ,LUCIANO LARA VIEIRA,3,EMEF. JACOUB KOUKDJIAN
3229651,MONGAGUÁ,LUCIANO LARA VIEIRA,1,EMEF VEREADOR GIVALDO ALVES GOMES
3230670,MONGAGUÁ,EDIMILSON JOAQUIM JUSTINIANO,1,EMEIEF. PEQUENO PRÍNCIPE
3231654,MONGAGUÁ,JOSÉ PEDRO FACCINA,3,EMEF. JACOUB KOUKDJIAN
3231658,MONGAGUÁ,JOSÉ PEDRO FACCINA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
3231673,MONGAGUÁ,JOSÉ PEDRO FACCINA,4,EMEF. TONICO SILVA
3231680,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,1,EMEF. JACOUB KOUKDJIAN
3231681,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,2,EMEF VEREADOR GIVALDO ALVES GOMES
3231686,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,3,EE. AGENOR DE CAMPOS
3232154,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,4,EMEF. JACOUB KOUKDJIAN
3232157,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,7,EMEF. IVONE DE ALMEIDA MONTEIRO
3232181,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,7,EMEF. TONICO SILVA
3234661,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,2,EMEF. TONICO SILVA
3235652,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,3,EMEF SIRANA KOUKDJIAN
3235656,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,1,EMEIEF CLAUDIA MARIA ANDRELLA
3237193,MONGAGUÁ,EDIMILSON JOAQUIM JUSTINIANO,4,EMEIEF CLAUDIA MARIA ANDRELLA
3237194,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,1,EMEF. JACOUB KOUKDJIAN
3237195,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,2,EMEF VEREADOR GIVALDO ALVES GOMES
3237203,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,4,EE. AGENOR DE CAMPOS
3237204,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,15,EMEIEF CLAUDIA MARIA ANDRELLA
3238688,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,5,EMEF. PROF. PEDRO FERNANDES DANTE
3239163,MONGAGUÁ,JOSÉ PEDRO FACCINA,5,EE. PROF. ARACY DA SILVA FREITAS
3239175,MONGAGUÁ,JOSÉ PEDRO FACCINA,2,EMEF SIRANA KOUKDJIAN
3239176,MONGAGUÁ,JOSÉ PEDRO FACCINA,8,EMEF. JACOUB KOUKDJIAN
3239177,MONGAGUÁ,JOSÉ PEDRO FACCINA,4,EMEF. BARIGUI
3239199,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,7,EE. PROF. ARACY DA SILVA FREITAS
3239203,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,4,EMEF SIRANA KOUKDJIAN
3239210,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,6,EMEF. JACOUB KOUKDJIAN
3239212,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,12,EMEF. BARIGUI
3239664,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,1,EE. PROF. ARACY DA SILVA FREITAS
3239684,MONGAGUÁ,VANDERLEI ALVES CARDOSO,1,EMEF. BARIGUI
3240204,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3242690,MONGAGUÁ,LUCIANO LARA VIEIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3242708,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,8,EMEF. PROF. PEDRO FERNANDES DANTE
3244722,MONGAGUÁ,VALTER SILVA DE LIRA,1,EMEIEF. PEQUENO PRÍNCIPE
3244723,MONGAGUÁ,VALTER SILVA DE LIRA,3,EMEIEF. PEQUENO PRÍNCIPE
3245213,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEIEF. PEQUENO PRÍNCIPE
3245214,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEIEF. PEQUENO PRÍNCIPE
3245215,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3248228,MONGAGUÁ,JOSÉ PEDRO FACCINA,4,EMEIEF. PEQUENO PRÍNCIPE
3249168,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,5,EMEIEF. PEQUENO PRÍNCIPE
3250166,MONGAGUÁ,MARIA REGINA CORREIA,1,EMEIEF. PEQUENO PRÍNCIPE
3250222,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3251218,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,4,EMEIEF. PEQUENO PRÍNCIPE
3251220,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,5,EMEIEF CLAUDIA MARIA ANDRELLA
3251223,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3251662,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3251676,MONGAGUÁ,DIEGO MARTINS DOMINGUES,8,EMEIEF. PEQUENO PRÍNCIPE
3251679,MONGAGUÁ,DIEGO MARTINS DOMINGUES,6,EMEIEF. PEQUENO PRÍNCIPE
3251696,MONGAGUÁ,DIEGO MARTINS DOMINGUES,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3251708,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,1,EMEF. TONICO SILVA
3251709,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
3252195,MONGAGUÁ,ANDRÉA APARECIDA INDRIGO,2,EMEIEF. PEQUENO PRÍNCIPE
3252211,MONGAGUÁ,SILVIO BAYEUX DA SILVA NETO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3252212,MONGAGUÁ,ANDRÉA APARECIDA INDRIGO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3252720,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEIEF. PEQUENO PRÍNCIPE
3252721,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEIEF. PEQUENO PRÍNCIPE
3253193,MONGAGUÁ,PAULO HENRIQUE VILELA,1,EMEIEF. PEQUENO PRÍNCIPE
3253665,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEIEF. PEQUENO PRÍNCIPE
3253677,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3254678,MONGAGUÁ,LUCIANO LARA VIEIRA,2,EMEF. TONICO SILVA
3254680,MONGAGUÁ,EDIMILSON JOAQUIM JUSTINIANO,2,EMEIEF CLAUDIA MARIA ANDRELLA
3254683,MONGAGUÁ,LUCIANO LARA VIEIRA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3255226,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEF. PROF. PEDRO FERNANDES DANTE
3256667,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,1,EMEF. TONICO SILVA
3259706,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEIEF. PEQUENO PRÍNCIPE
3259709,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,6,EMEF. FLÓRIDA MIRIM
3259710,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
3259717,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,2,EE. AGENOR DE CAMPOS
3260687,MONGAGUÁ,DIEGO MARTINS DOMINGUES,3,EMEF. PROF. PEDRO FERNANDES DANTE
3261160,MONGAGUÁ,PAULO HENRIQUE VILELA,3,EMEF. PROF. PEDRO FERNANDES DANTE
3262432,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,3,EMEF. TONICO SILVA
3262434,MONGAGUÁ,EDIMILSON JOAQUIM JUSTINIANO,1,EE. AGENOR DE CAMPOS
3262438,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3262911,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,4,EMEF. PROF. PEDRO FERNANDES DANTE
3262912,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EE. PROF. ARACY DA SILVA FREITAS
3263793,MONGAGUÁ,LAÉRCIO PAIVA,1,EE. PROF. ARACY DA SILVA FREITAS
3263802,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,4,EMEIEF SÍTIO DO PICA PAU AMARELO
3264179,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
3264180,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,5,EMEIEF. PEQUENO PRÍNCIPE
3265071,MONGAGUÁ,MARCELO DOS SANTOS CONCEIÇÃO,1,EMEIEF. PEQUENO PRÍNCIPE
3265531,MONGAGUÁ,ABNER ALMEIDA BEZERRA,1,EMEIEF. PEQUENO PRÍNCIPE
3265977,MONGAGUÁ,LUCIANO LARA VIEIRA,4,EMEIEF SÍTIO DO PICA PAU AMARELO
3265985,MONGAGUÁ,LUCIANO LARA VIEIRA,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
3266373,MONGAGUÁ,LUCIANO LARA VIEIRA,1,EMEIEF. PEQUENO PRÍNCIPE
3266397,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,5,EE. PROF. ARACY DA SILVA FREITAS
3266402,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,5,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3266858,MONGAGUÁ,SILVIO BAYEUX DA SILVA NETO,2,EE. PROF. ARACY DA SILVA FREITAS
3267281,MONGAGUÁ,MARIA REGINA CORREIA,2,EMEF. PROF. PEDRO FERNANDES DANTE
3268582,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,2,EMEIEF. PEQUENO PRÍNCIPE
3269061,MONGAGUÁ,DIEGO MARTINS DOMINGUES,5,EMEF. PROF. PEDRO FERNANDES DANTE
3269062,MONGAGUÁ,DIEGO MARTINS DOMINGUES,5,EE. PROF. ARACY DA SILVA FREITAS
3270823,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEF. PROF. PEDRO FERNANDES DANTE
3270824,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,4,EE. PROF. ARACY DA SILVA FREITAS
3270845,MONGAGUÁ,MARCIA GERUSA DA SILVA LIMA,1,EE. PROF. ARACY DA SILVA FREITAS
3271340,MONGAGUÁ,KELLY DE LIRA CAPATTO,4,EE. PROF. ARACY DA SILVA FREITAS
3271374,MONGAGUÁ,FABIO RIBEIRO ARENA,5,EMEIEF. PEQUENO PRÍNCIPE
3271375,MONGAGUÁ,FABIO RIBEIRO ARENA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
3271893,MONGAGUÁ,SIMONE CRISTINA DE MELO,1,EMEIEF CLAUDIA MARIA ANDRELLA
3271896,MONGAGUÁ,DANIEL SOARES DA SILVA,1,EE. PROF. ARACY DA SILVA FREITAS
3271903,MONGAGUÁ,DANIEL SOARES DA SILVA,5,EMEIEF CLAUDIA MARIA ANDRELLA
3272881,MONGAGUÁ,ALBERTO PEREIRA DE SANTANA,2,EE. AGENOR DE CAMPOS
3272914,MONGAGUÁ,MARIA DAS DORES DE OLIVEIRA,1,EMEIEF CLAUDIA MARIA ANDRELLA
3273377,MONGAGUÁ,ELIANE MARÇAL LOPES,1,EMEF. PROF. PEDRO FERNANDES DANTE
3273391,MONGAGUÁ,JOÃO MARTINS DOS ANJOS,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3273816,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,2,EMEF SIRANA KOUKDJIAN
3273834,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,5,EMEIEF SÍTIO DO PICA PAU AMARELO
3273836,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
3273845,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,4,EMEIEF. PEQUENO PRÍNCIPE
3273904,MONGAGUÁ,JOSE ENILDO DE SOUZA,1,EMEF. PROF. PEDRO FERNANDES DANTE
3273913,MONGAGUÁ,GRAZIELA APARECIDA ROSA DE OLIVEIRA,2,EMEF. PROF. PEDRO FERNANDES DANTE
3274306,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,1,EMEF. JACOUB KOUKDJIAN
3274809,MONGAGUÁ,SILVIO BAYEUX DA SILVA NETO,1,EMEF. JACOUB KOUKDJIAN
3274822,MONGAGUÁ,JOSÉ PEDRO FACCINA,8,EMEF. TONICO SILVA
3274824,MONGAGUÁ,JOSÉ PEDRO FACCINA,12,EMEF. BARIGUI
3274825,MONGAGUÁ,JOSÉ PEDRO FACCINA,5,EMEF SIRANA KOUKDJIAN
3274837,MONGAGUÁ,JOSÉ PEDRO FACCINA,6,EE. PROF. ARACY DA SILVA FREITAS
3275325,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,6,EMEF. TONICO SILVA
3275330,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,5,EMEF. BARIGUI
3275336,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,6,EMEF SIRANA KOUKDJIAN
3275356,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,13,EE. PROF. ARACY DA SILVA FREITAS
3275407,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,4,EE. PROF. ARACY DA SILVA FREITAS
3275409,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,4,EE. PROF. ARACY DA SILVA FREITAS
3275419,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,15,EMEIEF CLAUDIA MARIA ANDRELLA
3275823,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3275824,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,6,EMEIEF. PEQUENO PRÍNCIPE
3275854,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,1,EMEF. TONICO SILVA
3276357,MONGAGUÁ,VANDERLEI ALVES CARDOSO,1,EE. PROF. ARACY DA SILVA FREITAS
3277338,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,4,EMEF. TONICO SILVA
3277339,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF. BARIGUI
3277341,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,4,EMEF SIRANA KOUKDJIAN
3277396,MONGAGUÁ,GUSTAVO RIBEIRO CORREIA,1,EMEIEF CLAUDIA MARIA ANDRELLA
3277400,MONGAGUÁ,FABIO RIBEIRO ARENA,1,EMEF SIRANA KOUKDJIAN
3277401,MONGAGUÁ,FABIO RIBEIRO ARENA,3,EMEIEF CLAUDIA MARIA ANDRELLA
3277841,MONGAGUÁ,ABNER ALMEIDA BEZERRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3277842,MONGAGUÁ,ABNER ALMEIDA BEZERRA,1,EMEIEF. PEQUENO PRÍNCIPE
3278417,MONGAGUÁ,WILSON DOS SANTOS,1,EE. AGENOR DE CAMPOS
3279381,MONGAGUÁ,JOÃO MARTINS DOS ANJOS,2,EMEIEF CLAUDIA MARIA ANDRELLA
3280934,MONGAGUÁ,ELIANE MARÇAL LOPES,1,EMEF. PROF. PEDRO FERNANDES DANTE
3280935,MONGAGUÁ,ELIANE MARÇAL LOPES,1,EE. PROF. ARACY DA SILVA FREITAS
3281443,MONGAGUÁ,SIMONE CRISTINA DE MELO,3,EMEF VEREADOR GIVALDO ALVES GOMES
3281897,MONGAGUÁ,DANIEL SOARES DA SILVA,1,EMEF VEREADOR GIVALDO ALVES GOMES
3281900,MONGAGUÁ,FABIO RIBEIRO ARENA,5,EMEF. PROF. PEDRO FERNANDES DANTE
3282927,MONGAGUÁ,JOSE ENILDO DE SOUZA,1,EMEF. PROF. PEDRO FERNANDES DANTE
3282928,MONGAGUÁ,JOSE ENILDO DE SOUZA,3,EE. PROF. ARACY DA SILVA FREITAS
3283929,MONGAGUÁ,ADRIANO DA SILVA JORGE,2,EE. PROF. ARACY DA SILVA FREITAS
3284452,MONGAGUÁ,JOÃO MARTINS DOS ANJOS,2,EMEF. PROF. PEDRO FERNANDES DANTE
3284457,MONGAGUÁ,ALDENI DOS SANTOS COSTA,1,EMEF. PROF. PEDRO FERNANDES DANTE
3284458,MONGAGUÁ,ALDENI DOS SANTOS COSTA,1,EE. PROF. ARACY DA SILVA FREITAS
3285453,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,5,EMEF VEREADOR GIVALDO ALVES GOMES
3285456,MONGAGUÁ,ALBERTO PEREIRA DE SANTANA,1,EE. PROF. ARACY DA SILVA FREITAS
3285472,MONGAGUÁ,ALBERTO PEREIRA DE SANTANA,2,EMEF. BARIGUI
3287442,MONGAGUÁ,GUSTAVO RIBEIRO CORREIA,1,EMEF VEREADOR GIVALDO ALVES GOMES
3288933,MONGAGUÁ,WILSON DOS SANTOS,1,EMEF. JACOUB KOUKDJIAN
3288953,MONGAGUÁ,FABIO RIBEIRO ARENA,3,EMEIEF CLAUDIA MARIA ANDRELLA
3288954,MONGAGUÁ,FABIO RIBEIRO ARENA,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3288955,MONGAGUÁ,FABIO RIBEIRO ARENA,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3288987,MONGAGUÁ,CLAUDETE BATISTA DE SOUZA,2,EMEF. BARIGUI
3291477,MONGAGUÁ,SILVIO VIANA VIEIRA,1,EE. PROF. ARACY DA SILVA FREITAS
3292456,MONGAGUÁ,JOÃO MARTINS DOS ANJOS,2,EMEIEF CLAUDIA MARIA ANDRELLA
3292948,MONGAGUÁ,DANIEL SOARES DA SILVA,2,EMEF. FLÓRIDA MIRIM
3292949,MONGAGUÁ,DANIEL SOARES DA SILVA,8,EMEF. JACOUB KOUKDJIAN
3293958,MONGAGUÁ,ELIANE MARÇAL LOPES,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3294984,MONGAGUÁ,JOSE ENILDO DE SOUZA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3296451,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,5,EMEF. FLÓRIDA MIRIM
3296452,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,15,EMEF. JACOUB KOUKDJIAN
3296969,MONGAGUÁ,FABIO RIBEIRO ARENA,5,EMEIEF. PEQUENO PRÍNCIPE
3296970,MONGAGUÁ,FABIO RIBEIRO ARENA,3,EMEF. FLÓRIDA MIRIM
3296971,MONGAGUÁ,FABIO RIBEIRO ARENA,4,EMEF. IVONE DE ALMEIDA MONTEIRO
3296972,MONGAGUÁ,FABIO RIBEIRO ARENA,2,EE. AGENOR DE CAMPOS
3298007,MONGAGUÁ,GUSTAVO RIBEIRO CORREIA,3,EMEF. JACOUB KOUKDJIAN
3298963,MONGAGUÁ,JOÃO MARTINS DOS ANJOS,1,EE. AGENOR DE CAMPOS
3300021,MONGAGUÁ,VALQUIRIO SANTOS PEREIRA FILHO,2,EMEF. IVONE DE ALMEIDA MONTEIRO
3300480,MONGAGUÁ,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF. TONICO SILVA
3302507,MONGAGUÁ,WILSON DOS SANTOS,1,EMEF. JACOUB KOUKDJIAN
3302525,MONGAGUÁ,FABIO RIBEIRO ARENA,4,EE. PROF. ARACY DA SILVA FREITAS
3302526,MONGAGUÁ,FABIO RIBEIRO ARENA,8,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3303487,MONGAGUÁ,DANIEL SOARES DA SILVA,2,EMEF. FLÓRIDA MIRIM
3304480,MONGAGUÁ,MARIA DAS DORES DE OLIVEIRA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
3304523,MONGAGUÁ,JOÃO MARTINS DOS ANJOS,1,EE. PROF. ARACY DA SILVA FREITAS
3305497,MONGAGUÁ,PEROLA CRISTIANE LEMES DE LUCENA,1,EE. PROF. ARACY DA SILVA FREITAS
3305509,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,3,EMEF. IVONE DE ALMEIDA MONTEIRO
3305511,MONGAGUÁ,JOSE ENILDO DE SOUZA,1,EE. PROF. AIDA LEDA BAUER DAVIES
3305513,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,10,EMEF. FLÓRIDA MIRIM
3306503,MONGAGUÁ,GUSTAVO RIBEIRO CORREIA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
3308522,MONGAGUÁ,FABIO RIBEIRO ARENA,3,EMEF. JACOUB KOUKDJIAN
3310512,MONGAGUÁ,SILVIO VIANA VIEIRA,2,EMEF. BARIGUI
3310520,MONGAGUÁ,SILVIO VIANA VIEIRA,3,EE. PROF. ARACY DA SILVA FREITAS
3312497,MONGAGUÁ,SIMONE CRISTINA DE MELO,1,EE. AGENOR DE CAMPOS
3312512,MONGAGUÁ,SIMONE CRISTINA DE MELO,1,EMEF. BARIGUI
3312523,MONGAGUÁ,DANIEL SOARES DA SILVA,3,EE. AGENOR DE CAMPOS
3312967,MONGAGUÁ,DANIEL SOARES DA SILVA,14,EMEF. BARIGUI
3314512,MONGAGUÁ,ELIANE MARÇAL LOPES,4,EMEF. JACOUB KOUKDJIAN
3314527,MONGAGUÁ,ELIANE MARÇAL LOPES,1,EE. AGENOR DE CAMPOS
3315535,MONGAGUÁ,JOSE ENILDO DE SOUZA,1,EMEF VEREADOR GIVALDO ALVES GOMES
3315990,MONGAGUÁ,JOSE ENILDO DE SOUZA,1,EE. AGENOR DE CAMPOS
3316529,MONGAGUÁ,ADRIANO DA SILVA JORGE,1,EMEF VEREADOR GIVALDO ALVES GOMES
3316538,MONGAGUÁ,ADRIANO DA SILVA JORGE,1,EE. AGENOR DE CAMPOS
3316540,MONGAGUÁ,ADRIANO DA SILVA JORGE,1,EMEIEF CLAUDIA MARIA ANDRELLA
3316993,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,13,EE. AGENOR DE CAMPOS
3317004,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,17,EMEF. BARIGUI
3317012,MONGAGUÁ,EDUARDO SANTANA ROQUE DA SILVA,3,EE. PROF. ARACY DA SILVA FREITAS
3317508,MONGAGUÁ,ALDENI DOS SANTOS COSTA,3,EMEF. JACOUB KOUKDJIAN
3317511,MONGAGUÁ,ALDENI DOS SANTOS COSTA,2,EMEF VEREADOR GIVALDO ALVES GOMES
3317527,MONGAGUÁ,ALDENI DOS SANTOS COSTA,1,EE. AGENOR DE CAMPOS
3317528,MONGAGUÁ,ALDENI DOS SANTOS COSTA,1,EMEIEF CLAUDIA MARIA ANDRELLA
3319545,MONGAGUÁ,GUSTAVO RIBEIRO CORREIA,1,EE. AGENOR DE CAMPOS
3321552,MONGAGUÁ,FABIO RIBEIRO ARENA,1,EMEF. PROF. PEDRO FERNANDES DANTE
3323063,MONGAGUÁ,SILVIO VIANA VIEIRA,1,EMEIEF. PEQUENO PRÍNCIPE
3324539,MONGAGUÁ,JOÃO MARTINS DOS ANJOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
3325060,MONGAGUÁ,ELIANE MARÇAL LOPES,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3325091,MONGAGUÁ,SIMONE CRISTINA DE MELO,2,EMEIEF. PEQUENO PRÍNCIPE
3325542,MONGAGUÁ,DANIEL SOARES DA SILVA,3,EMEIEF. PEQUENO PRÍNCIPE
3326098,MONGAGUÁ,GRAZIELA APARECIDA ROSA DE OLIVEIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3347109,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,10,EMEF. PROF. PEDRO FERNANDES DANTE
3347110,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,1,EE. PROF. AIDA LEDA BAUER DAVIES
3347113,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEF SIRANA KOUKDJIAN
3347117,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,6,EE. AGENOR DE CAMPOS
3347118,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,4,EMEF. JACOUB KOUKDJIAN
