,NM_MUNICIPIO,DS_CARGO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
5458616,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,1,EMEF SIRANA KOUKDJIAN
5458689,MONGAGUÁ,Vereador,RICHARD KOTZENT,1,EMEF. BARIGUI
5460124,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,5,EMEF. JACOUB KOUKDJIAN
5460438,MONGAGUÁ,Vereador,VOTO NULO,6,EMEF. BARIGUI
5462833,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,3,EMEF. TONICO SILVA
5462854,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,5,EMEF. JACOUB KOUKDJIAN
5464994,MONGAGUÁ,Vereador,VOTO NULO,11,EMEF. VERA CRUZ
5466857,MONGAGUÁ,Vereador,VOTO NULO,6,EMEF. VERA CRUZ
5467232,MONGAGUÁ,Vereador,RICHARD KOTZENT,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5469460,MONGAGUÁ,Vereador,VOTO NULO,8,EMEF. VERA CRUZ
5469734,MONGAGUÁ,Vereador,RICHARD KOTZENT,1,EMEF. VERA CRUZ
5470559,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,2,EMEF. PROF. PEDRO FERNANDES DANTE
5473256,MONGAGUÁ,Vereador,RICHARD KOTZENT,2,EMEF. VERA CRUZ
5473544,MONGAGUÁ,Vereador,VOTO NULO,7,EE. AGENOR DE CAMPOS
5473747,MONGAGUÁ,Vereador,ANDERSON GONÇALVES DA ROCHA,1,EMEF. REGINA MARIA
5474228,MONGAGUÁ,Vereador,CARLOS NOGUEIRA DA SILVA,3,EMEF. REGINA MARIA
5474802,MONGAGUÁ,Vereador,PATRICIA REGINA PAULINO DOS SANTOS,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5474970,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5475686,MONGAGUÁ,Vereador,ADEILSON JOSÉ DA SILVA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5475687,MONGAGUÁ,Vereador,FABRICIO DA SILVA ALMEIDA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5476190,MONGAGUÁ,Vereador,ANDERSON GONÇALVES DA ROCHA,2,EMEF. REGINA MARIA
5476209,MONGAGUÁ,Vereador,CARLOS NOGUEIRA DA SILVA,3,EMEF. REGINA MARIA
5477819,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,3,EMEF. BARIGUI
5479454,MONGAGUÁ,Vereador,MANOEL SOARES NETO,1,EMEF. REGINA MARIA
5480543,MONGAGUÁ,Vereador,VOTO NULO,9,EMEF. JACOUB KOUKDJIAN
5480691,MONGAGUÁ,Vereador,EDSON ARANTE DO LINO,1,EMEF. REGINA MARIA
5481017,MONGAGUÁ,Vereador,THIAGO DOS REIS SANTOS,1,EMEF. BARIGUI
5482681,MONGAGUÁ,Vereador,ANDERSON GONÇALVES DA ROCHA,1,EE. AGENOR DE CAMPOS
5483030,MONGAGUÁ,Vereador,THIAGO DOS REIS SANTOS,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5484206,MONGAGUÁ,Vereador,ADEILSON JOSÉ DA SILVA,4,EMEF. FLÓRIDA MIRIM
5485824,MONGAGUÁ,Vereador,MARCELO PIRES FERREIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5485879,MONGAGUÁ,Vereador,DAVID JOSÉ DOS SANTOS,1,EE. AGENOR DE CAMPOS
5487448,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,1,EMEF. VERA CRUZ
5488846,MONGAGUÁ,Vereador,VOTO NULO,11,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5489415,MONGAGUÁ,Vereador,SÉRGIO SILVESTRE RODRIGUES,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5489470,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,1,EMEF. VERA CRUZ
5489673,MONGAGUÁ,Vereador,SISLEY LENCINI,1,EMEF. VERA CRUZ
5491538,MONGAGUÁ,Vereador,ROSANGELA APARECIDA ASSORINO,1,EE. AGENOR DE CAMPOS
5491687,MONGAGUÁ,Vereador,FABRICIO GARCIA LUIZ DE ALMEIDA,1,EE. AGENOR DE CAMPOS
5491689,MONGAGUÁ,Vereador,SISLEY LENCINI,2,EMEF. VERA CRUZ
5494414,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,1,EMEF. VERA CRUZ
5494488,MONGAGUÁ,Vereador,MARÍLIA APARECIDA TERRÃO,1,EMEF. FLÓRIDA MIRIM
5495589,MONGAGUÁ,Vereador,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,2,EMEF. BARIGUI
5495686,MONGAGUÁ,Vereador,LINDAUVA BRANCO LIMA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5498219,MONGAGUÁ,Vereador,LINDAUVA BRANCO LIMA,2,EMEF. VERA CRUZ
5498415,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,6,EMEF. BARIGUI
5498607,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,2,EMEIEF. PEQUENO PRÍNCIPE
5499750,MONGAGUÁ,Vereador,PATRICIA REGINA PAULINO DOS SANTOS,1,EMEF. BARIGUI
5500164,MONGAGUÁ,Vereador,FABRICIO GARCIA LUIZ DE ALMEIDA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5500701,MONGAGUÁ,Vereador,LINDAUVA BRANCO LIMA,2,EMEF. VERA CRUZ
5501451,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5501827,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,3,EMEF. REGINA MARIA
5502679,MONGAGUÁ,Vereador,FABRICIO GARCIA LUIZ DE ALMEIDA,1,EE. PROF. ARACY DA SILVA FREITAS
5503432,MONGAGUÁ,Vereador,ANTONIO EDUARDO DOS SANTOS,5,EE. AGENOR DE CAMPOS
5504299,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,1,EMEF. REGINA MARIA
5505461,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,1,EMEF. BARIGUI
5506462,MONGAGUÁ,Vereador,LEONARDO MARQUES DE OLIVEIRA,1,EMEF. VERA CRUZ
5508410,MONGAGUÁ,Vereador,PRISCILA OLIVEIRA PICON,1,EE. AGENOR DE CAMPOS
5508413,MONGAGUÁ,Vereador,VOTO BRANCO,4,EMEF. VERA CRUZ
5508835,MONGAGUÁ,Vereador,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5508841,MONGAGUÁ,Vereador,VOTO BRANCO,11,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5509036,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,4,EMEF. PROF. PEDRO FERNANDES DANTE
5510701,MONGAGUÁ,Vereador,CARLOS NOGUEIRA DA SILVA,1,EMEF. VERA CRUZ
5511341,MONGAGUÁ,Vereador,GILSON PEREIRA DA SILVA,1,EMEF. TONICO SILVA
5512701,MONGAGUÁ,Vereador,CARLOS NOGUEIRA DA SILVA,3,EMEF. VERA CRUZ
5512904,MONGAGUÁ,Vereador,VOTO BRANCO,7,EMEF. VERA CRUZ
5513669,MONGAGUÁ,Vereador,MARIA MARTA SOARES,2,EMEF. VERA CRUZ
5515408,MONGAGUÁ,Vereador,PRISCILA OLIVEIRA PICON,1,EE. AGENOR DE CAMPOS
5515918,MONGAGUÁ,Vereador,SÉRGIO SILVESTRE RODRIGUES,12,EMEF. TONICO SILVA
5516533,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,1,EMEF. VERA CRUZ
5516933,MONGAGUÁ,Vereador,PRISCILA OLIVEIRA PICON,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5516937,MONGAGUÁ,Vereador,HYURI RODRIGUES BORGES,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5519753,MONGAGUÁ,Vereador,MARCIO ROGERIO FERREIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
5520404,MONGAGUÁ,Vereador,PRISCILA OLIVEIRA PICON,3,EE. PROF. ARACY DA SILVA FREITAS
5520996,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,7,EMEF. VERA CRUZ
5521030,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,17,EMEF. BARIGUI
5521127,MONGAGUÁ,Vereador,AURIVALDO JOSÉ DOS SANTOS,5,EE. PROF. ARACY DA SILVA FREITAS
5521362,MONGAGUÁ,Vereador,EMILIO FERNANDO GONÇALVES JARDIM,5,EMEF. JACOUB KOUKDJIAN
5522227,MONGAGUÁ,Vereador,BALDUINO RODRIGUES DINIZ,4,EMEF. REGINA MARIA
5523080,MONGAGUÁ,Vereador,AURIVALDO JOSÉ DOS SANTOS,2,EE. AGENOR DE CAMPOS
5524363,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5524434,MONGAGUÁ,Vereador,PATRICIA REGINA VIUDE HERRADA,1,EMEF. VERA CRUZ
5525921,MONGAGUÁ,Vereador,PRISCILA OLIVEIRA PICON,1,EMEF. REGINA MARIA
5528176,MONGAGUÁ,Vereador,FABRICIO GARCIA LUIZ DE ALMEIDA,1,EE. PROF. ARACY DA SILVA FREITAS
5529354,MONGAGUÁ,Vereador,PRISCILA OLIVEIRA PICON,1,EE. AGENOR DE CAMPOS
5529363,MONGAGUÁ,Vereador,HYURI RODRIGUES BORGES,2,EE. PROF. AIDA LEDA BAUER DAVIES
5529512,MONGAGUÁ,Vereador,PATRICIA GLEICI ALBERTO SOBOYEJO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5530359,MONGAGUÁ,Vereador,SÉRGIO SILVESTRE RODRIGUES,7,EE. PROF. AIDA LEDA BAUER DAVIES
5531131,MONGAGUÁ,Vereador,APARECIDA MARIA DE APARÍCIO DE PAULA E SILVA,1,EMEF. VERA CRUZ
5531654,MONGAGUÁ,Vereador,MARIA MARTA SOARES,1,EMEF. BARIGUI
5531664,MONGAGUÁ,Vereador,ROGÉRIO SIMÕES DE ARAÚJO,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5533600,MONGAGUÁ,Vereador,MANOEL MESSIAS DE ALMEIDA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5535658,MONGAGUÁ,Vereador,JUCINÉIA OLIVEIRA ALVES FERREIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5536488,MONGAGUÁ,Vereador,MARCOS PAULO DO NASCIMENTO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
5536642,MONGAGUÁ,Vereador,MANOEL MESSIAS DE ALMEIDA,2,EMEF. VERA CRUZ
5537016,MONGAGUÁ,Vereador,MARCOS PAULO DO NASCIMENTO,2,EMEF. IVONE DE ALMEIDA MONTEIRO
5537665,MONGAGUÁ,Vereador,CARLOS NOGUEIRA DA SILVA,1,EMEF. VERA CRUZ
5538085,MONGAGUÁ,Vereador,LILIAN SOLEDAD DA SILVA DE SOUZA,2,EMEF. FLÓRIDA MIRIM
5539464,MONGAGUÁ,Vereador,MICHAEL GETRO CALSAVARI NEVES,1,EMEF. VERA CRUZ
5540149,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,2,EE. PROF. ARACY DA SILVA FREITAS
5540151,MONGAGUÁ,Vereador,JUCINÉIA OLIVEIRA ALVES FERREIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5541032,MONGAGUÁ,Vereador,MARCOS PAULO DO NASCIMENTO,1,EE. AGENOR DE CAMPOS
5543059,MONGAGUÁ,Vereador,ANTONIO EDUARDO DOS SANTOS,2,EMEF. PROF. PEDRO FERNANDES DANTE
5543175,MONGAGUÁ,Vereador,ROGÉRIO SIMÕES DE ARAÚJO,3,EE. PROF. AIDA LEDA BAUER DAVIES
5544054,MONGAGUÁ,Vereador,JUCINÉIA OLIVEIRA ALVES FERREIRA,1,EMEF. VERA CRUZ
5544899,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,4,EMEF. REGINA MARIA
5545930,MONGAGUÁ,Vereador,VALDOMIRO VICTONI JUNIOR,1,EMEF. PROF. PEDRO FERNANDES DANTE
5546123,MONGAGUÁ,Vereador,JUCINÉIA OLIVEIRA ALVES FERREIRA,1,EMEF. BARIGUI
5547528,MONGAGUÁ,Vereador,AURIVALDO JOSÉ DOS SANTOS,5,EMEF. VERA CRUZ
5548045,MONGAGUÁ,Vereador,EDILENA DAS GRAÇAS SILVA CALLIPO CAVALCANTI,1,EMEF. VERA CRUZ
5548442,MONGAGUÁ,Vereador,VALDOMIRO VICTONI JUNIOR,1,EMEF. IVONE DE ALMEIDA MONTEIRO
5550263,MONGAGUÁ,Vereador,PAULO HENRIQUE DOMINGOS RAMOS,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
5550537,MONGAGUÁ,Vereador,EDILENA DAS GRAÇAS SILVA CALLIPO CAVALCANTI,1,EMEF. VERA CRUZ
5551429,MONGAGUÁ,Vereador,MARCOS PAULO DO NASCIMENTO,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5552469,MONGAGUÁ,Vereador,VALDOMIRO VICTONI JUNIOR,3,EE. AGENOR DE CAMPOS
5555410,MONGAGUÁ,Vereador,VALDOMIRO VICTONI JUNIOR,2,EE. AGENOR DE CAMPOS
5556391,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,3,EMEF. VERA CRUZ
5559594,MONGAGUÁ,Vereador,MANOEL MESSIAS DE ALMEIDA,2,EMEF. VERA CRUZ
5559697,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,2,EMEF. BARIGUI
5560054,MONGAGUÁ,Vereador,MARIA MARTA SOARES,1,EMEF. VERA CRUZ
5561917,MONGAGUÁ,Vereador,PATRICIA GLEICI ALBERTO SOBOYEJO,1,EE. AGENOR DE CAMPOS
5563631,MONGAGUÁ,Vereador,FABRICIO GARCIA LUIZ DE ALMEIDA,1,EMEF. PROF. PEDRO FERNANDES DANTE
5563783,MONGAGUÁ,Vereador,PRISCILA OLIVEIRA PICON,1,EMEF. BARIGUI
5566023,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,2,EMEF. FLÓRIDA MIRIM
5566235,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,4,EE. PROF. ARACY DA SILVA FREITAS
5566391,MONGAGUÁ,Vereador,PRISCILA OLIVEIRA PICON,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
5566788,MONGAGUÁ,Vereador,PRISCILA OLIVEIRA PICON,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5567012,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,13,EMEF. JACOUB KOUKDJIAN
5567431,MONGAGUÁ,Vereador,LUIZ BERBIZ DE OLIVEIRA,4,EMEF. BARIGUI
5570017,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,1,EMEF. VERA CRUZ
5571762,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,7,EMEF. REGINA MARIA
5572580,MONGAGUÁ,Vereador,PAULO DE OLIVEIRA TAVARES,2,EMEF. BARIGUI
5573723,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,9,EMEIEF. PEQUENO PRÍNCIPE
5575515,MONGAGUÁ,Vereador,JAQUELINE DE ARAÚJO IVANOFF,1,EMEF. FLÓRIDA MIRIM
5575912,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,2,EMEF. PROF. PEDRO FERNANDES DANTE
5575948,MONGAGUÁ,Vereador,MAURO WILLIANS KHATAUNIAN,5,EMEF. BARIGUI
5578775,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5579559,MONGAGUÁ,Vereador,PAULO DE OLIVEIRA TAVARES,1,EMEF. VERA CRUZ
5580594,MONGAGUÁ,Vereador,LINDAUVA BRANCO LIMA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5580774,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
5580986,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,3,EMEF. VERA CRUZ
5581003,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,1,EMEF. FLÓRIDA MIRIM
5581579,MONGAGUÁ,Vereador,PAULO DE OLIVEIRA TAVARES,1,EMEF. BARIGUI
5581728,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,4,EE. PROF. AIDA LEDA BAUER DAVIES
5582256,MONGAGUÁ,Vereador,IVAN BISPO DOS SANTOS,1,EMEF. REGINA MARIA
5583932,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,9,EMEF. REGINA MARIA
5585433,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,13,EMEF. REGINA MARIA
5586046,MONGAGUÁ,Vereador,PAULO DE OLIVEIRA TAVARES,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5587024,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,8,EMEF. TONICO SILVA
5587849,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EMEF. REGINA MARIA
5588360,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
5588717,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EMEF. BARIGUI
5588807,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,3,EMEF. BARIGUI
5591199,MONGAGUÁ,Vereador,VOTO NULO,11,EMEF. BARIGUI
5592722,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,7,EMEF. JACOUB KOUKDJIAN
5593838,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EMEF SIRANA KOUKDJIAN
5594449,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,4,EE. AGENOR DE CAMPOS
5594528,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,6,EMEF. IVONE DE ALMEIDA MONTEIRO
5594939,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,2,EE. PROF. AIDA LEDA BAUER DAVIES
5594961,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,2,EMEF. FLÓRIDA MIRIM
5595213,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,7,EMEIEF. PEQUENO PRÍNCIPE
5596062,MONGAGUÁ,Vereador,ELISANGELA DE MOURA VALESI,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5597417,MONGAGUÁ,Vereador,ANDRÉ DA SILVA ROCHA,2,EMEF. PROF. PEDRO FERNANDES DANTE
5597721,MONGAGUÁ,Vereador,VALTER SILVA DE LIRA,1,EMEF. REGINA MARIA
5598075,MONGAGUÁ,Vereador,LUCAS EDUARDO DA SILVA SAMPAIO,2,EMEF. PROF. PEDRO FERNANDES DANTE
5599714,MONGAGUÁ,Vereador,PAULO HENRIQUE DOMINGOS RAMOS,1,EMEIEF. PEQUENO PRÍNCIPE
5599917,MONGAGUÁ,Vereador,LUIZ BERBIZ DE OLIVEIRA,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5600921,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,11,EMEF. VERA CRUZ
5603984,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,8,EMEF. TONICO SILVA
5604554,MONGAGUÁ,Vereador,LUCAS EDUARDO DA SILVA SAMPAIO,1,EE. AGENOR DE CAMPOS
5605412,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,5,EMEF. VERA CRUZ
5605867,MONGAGUÁ,Vereador,LOURDES ALVES SANTANA BRANCO,1,EMEF. JACOUB KOUKDJIAN
5606402,MONGAGUÁ,Vereador,SUELI MOREIRA BRITO DOS SANTOS,1,EMEF. BARIGUI
5606975,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,12,EMEF. REGINA MARIA
5607066,MONGAGUÁ,Vereador,ROGÉRIO SIMÕES DE ARAÚJO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5607240,MONGAGUÁ,Vereador,ELISANGELA DE MOURA VALESI,1,EMEF. FLÓRIDA MIRIM
5609415,MONGAGUÁ,Vereador,LUIZ BERBIZ DE OLIVEIRA,3,EE. PROF. ARACY DA SILVA FREITAS
5609429,MONGAGUÁ,Vereador,SANDRO LARA VIEIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
5609775,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,1,EMEF. VERA CRUZ
5610196,MONGAGUÁ,Vereador,VALTER SILVA DE LIRA,1,EE. AGENOR DE CAMPOS
5610953,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,2,EMEF. REGINA MARIA
5612953,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,1,EMEF. IVONE DE ALMEIDA MONTEIRO
5613017,MONGAGUÁ,Vereador,ROGÉRIO SIMÕES DE ARAÚJO,1,EMEF. PROF. PEDRO FERNANDES DANTE
5613043,MONGAGUÁ,Vereador,LUCAS EDUARDO DA SILVA SAMPAIO,1,EMEF. REGINA MARIA
5613635,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,4,EE. PROF. ARACY DA SILVA FREITAS
5613893,MONGAGUÁ,Vereador,SANDRO LARA VIEIRA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5613962,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,1,EMEF. JACOUB KOUKDJIAN
5615526,MONGAGUÁ,Vereador,ROGÉRIO SIMÕES DE ARAÚJO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
5616202,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,9,EMEF. IVONE DE ALMEIDA MONTEIRO
5616387,MONGAGUÁ,Vereador,SANDRO LARA VIEIRA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
5616773,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
5617656,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,5,EE. PROF. ARACY DA SILVA FREITAS
5618259,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
5618623,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,1,EE. PROF. ARACY DA SILVA FREITAS
5619006,MONGAGUÁ,Vereador,ELISANGELA DE MOURA VALESI,1,EMEF. TONICO SILVA
5619151,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,1,EE. AGENOR DE CAMPOS
5619506,MONGAGUÁ,Vereador,LUCAS EDUARDO DA SILVA SAMPAIO,1,EMEF. TONICO SILVA
5619542,MONGAGUÁ,Vereador,ROGÉRIO SIMÕES DE ARAÚJO,1,EE. AGENOR DE CAMPOS
5619644,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,1,EE. AGENOR DE CAMPOS
5619721,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,8,EMEIEF SÍTIO DO PICA PAU AMARELO
5619891,MONGAGUÁ,Vereador,SUELI MOREIRA BRITO DOS SANTOS,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5620162,MONGAGUÁ,Vereador,VOTO BRANCO,12,EMEF. PROF. PEDRO FERNANDES DANTE
5622322,MONGAGUÁ,Vereador,ITAMAR EDSON DA SILVA,1,EMEIEF. PEQUENO PRÍNCIPE
5625613,MONGAGUÁ,Vereador,CARLOS EDUARDO MARTINS,1,EE. PROF. ARACY DA SILVA FREITAS
5626179,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,13,EMEF. PREFEITO CASSIMIRO CORREA NETO
5630017,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
5630056,MONGAGUÁ,Vereador,ROSANGELA FATIMA MONTE RIBEIRO,2,EMEF. PROF. PEDRO FERNANDES DANTE
5630521,MONGAGUÁ,Vereador,ROSANGELA FATIMA MONTE RIBEIRO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5631865,MONGAGUÁ,Vereador,SUELI MOREIRA BRITO DOS SANTOS,1,EMEF. REGINA MARIA
5632349,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,2,EE. AGENOR DE CAMPOS
5632597,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,2,EE. PROF. AIDA LEDA BAUER DAVIES
5632988,MONGAGUÁ,Vereador,ROSANGELA FATIMA MONTE RIBEIRO,1,EMEF. VERA CRUZ
5634021,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,5,EMEF. VERA CRUZ
5634419,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,2,EE. PROF. ARACY DA SILVA FREITAS
5634624,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,2,EMEF. FLÓRIDA MIRIM
5634863,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
5635065,MONGAGUÁ,Vereador,FABIO PEREIRA DOS SANTOS,1,EE. PROF. AIDA LEDA BAUER DAVIES
5635508,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEF. BARIGUI
5636186,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,9,EE. PROF. AIDA LEDA BAUER DAVIES
5636508,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,2,EMEF. PROF. PEDRO FERNANDES DANTE
5637510,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEF. BARIGUI
5639022,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
5639160,MONGAGUÁ,Vereador,IVAN BISPO DOS SANTOS,4,EMEIEF. PEQUENO PRÍNCIPE
5639265,MONGAGUÁ,Vereador,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEF. BARIGUI
5639267,MONGAGUÁ,Vereador,VOTO BRANCO,10,EMEF. BARIGUI
5639721,MONGAGUÁ,Vereador,IOLANDA ARLETE ARCARI MUNIZ,1,EMEF. REGINA MARIA
5639860,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,3,EE. PROF. ARACY DA SILVA FREITAS
5640006,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,4,EMEF. VERA CRUZ
5640147,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,2,EMEF. VERA CRUZ
5640519,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,9,EMEF. VERA CRUZ
5641211,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,4,EMEF. TONICO SILVA
5641212,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,15,EMEF. JACOUB KOUKDJIAN
