,NM_MUNICIPIO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
6189345,MONGAGUÁ,KELLY DE LIRA CAPATTO,2,EE. PROF. ARACY DA SILVA FREITAS
6190382,MONGAGUÁ,KELLY DE LIRA CAPATTO,3,EE. AGENOR DE CAMPOS
6191436,MONGAGUÁ,RENATO PORTELA ARAÚJO,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6192460,MONGAGUÁ,RENATO PORTELA ARAÚJO,8,EE. AGENOR DE CAMPOS
6192633,MONGAGUÁ,CARLOS NOGUEIRA DA SILVA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6192647,MONGAGUÁ,MANOEL MESSIAS DE ALMEIDA,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6193711,MONGAGUÁ,FÁBIO JACKSON LOPES MATOS,1,EE. AGENOR DE CAMPOS
6194884,MONGAGUÁ,ANTONIO EDUARDO DOS SANTOS,8,EMEF. VERA CRUZ
6195488,MONGAGUÁ,FÁBIO RIBEIRO ARENA,8,EMEF. REGINA MARIA
6195642,MONGAGUÁ,EDSON ARANTE DO LINO,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6196716,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,1,EMEF SIRANA KOUKDJIAN
6197164,MONGAGUÁ,JUCINÉIA OLIVEIRA ALVES FERREIRA,1,EMEF. TONICO SILVA
6197680,MONGAGUÁ,FÁBIO JACKSON LOPES MATOS,1,EE. AGENOR DE CAMPOS
6198069,MONGAGUÁ,LUCIANO LARA VIEIRA,3,EMEF. BARIGUI
6200588,MONGAGUÁ,VALTER SILVA DE LIRA,3,EMEIEF. PEQUENO PRÍNCIPE
6200827,MONGAGUÁ,SILVIO TAMAGNINI DE AQUINO,1,EMEIEF. PEQUENO PRÍNCIPE
6201065,MONGAGUÁ,LUCIANO LARA VIEIRA,5,EMEF. PREFEITO CASSIMIRO CORREA NETO
6201499,MONGAGUÁ,FÁBIO RIBEIRO ARENA,5,EE. AGENOR DE CAMPOS
6201990,MONGAGUÁ,FÁBIO RIBEIRO ARENA,11,EE. PROF. AIDA LEDA BAUER DAVIES
6202078,MONGAGUÁ,VALTER SILVA DE LIRA,1,EE. AGENOR DE CAMPOS
6202197,MONGAGUÁ,MAURO WILLIANS KHATAUNIAN,1,EMEF. JACOUB KOUKDJIAN
6203405,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEF. VERA CRUZ
6203815,MONGAGUÁ,SILVIO TAMAGNINI DE AQUINO,4,EE. PROF. AIDA LEDA BAUER DAVIES
6204564,MONGAGUÁ,VALTER SILVA DE LIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
6204689,MONGAGUÁ,AUREO TADEUS DA SILVA,5,EE. PROF. ARACY DA SILVA FREITAS
6206166,MONGAGUÁ,ABRAÃO GONÇALVES,1,EMEF. TONICO SILVA
6206225,MONGAGUÁ,AUREO TADEUS DA SILVA,7,EE. PROF. ARACY DA SILVA FREITAS
6206402,MONGAGUÁ,ANA PAULA OHANA DANIEL,4,EMEF. JACOUB KOUKDJIAN
6206801,MONGAGUÁ,DANIEL SOARES DA SILVA,20,EMEF. REGINA MARIA
6206990,MONGAGUÁ,FÁBIO RIBEIRO ARENA,8,EMEF. IVONE DE ALMEIDA MONTEIRO
6207522,MONGAGUÁ,FÁBIO RIBEIRO ARENA,9,EMEF. TONICO SILVA
6207568,MONGAGUÁ,VALTER SILVA DE LIRA,4,EMEIEF. PEQUENO PRÍNCIPE
6208431,MONGAGUÁ,EDILSON TONON D ALMEIDA,7,EE. PROF. AIDA LEDA BAUER DAVIES
6209064,MONGAGUÁ,VALTER SILVA DE LIRA,2,EMEIEF. PEQUENO PRÍNCIPE
6209680,MONGAGUÁ,AUREO TADEUS DA SILVA,5,EMEF. PROF. PEDRO FERNANDES DANTE
6209724,MONGAGUÁ,MAURO WILLIANS KHATAUNIAN,3,EMEIEF. PEQUENO PRÍNCIPE
6210049,MONGAGUÁ,VALTER SILVA DE LIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
6210097,MONGAGUÁ,LUCIANO LARA VIEIRA,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6210536,MONGAGUÁ,FÁBIO RIBEIRO ARENA,5,EMEF. REGINA MARIA
6212893,MONGAGUÁ,RENATO CARBALLO LORENZO,2,EMEF. TONICO SILVA
6212928,MONGAGUÁ,RENATO PORTELA ARAÚJO,4,EMEF. TONICO SILVA
6213387,MONGAGUÁ,RENATO CARBALLO LORENZO,1,EMEF. JACOUB KOUKDJIAN
6218295,MONGAGUÁ,FRANCISCO INALDO FALCÃO,6,EMEF. PREFEITO CASSIMIRO CORREA NETO
6218836,MONGAGUÁ,Partido Social Democrático,1,EMEF. TONICO SILVA
6219191,MONGAGUÁ,EDICARLOS FELISMINO,8,EMEF. BARIGUI
6220282,MONGAGUÁ,RICKSON COSTA SILVA,2,EE. PROF. AIDA LEDA BAUER DAVIES
6220933,MONGAGUÁ,SÉRGIO SILVESTRE RODRIGUES,6,EMEF. PROF. PEDRO FERNANDES DANTE
6221526,MONGAGUÁ,ROSANGELA APARECIDA ASSORINO,2,EMEF. IVONE DE ALMEIDA MONTEIRO
6221629,MONGAGUÁ,IOLANDA ARLETE ARCARI MUNIZ,1,EMEF. BARIGUI
6222433,MONGAGUÁ,RENATO CARBALLO LORENZO,3,EMEF. PROF. PEDRO FERNANDES DANTE
6223480,MONGAGUÁ,DURVALENO DEUSDARA BRITO,1,EE. PROF. AIDA LEDA BAUER DAVIES
6223648,MONGAGUÁ,PAULO HENRIQUE DOMINGOS RAMOS,1,EMEIEF. PEQUENO PRÍNCIPE
6224054,MONGAGUÁ,DIEGO ROBERTO ALVES SAES,1,EMEF. IVONE DE ALMEIDA MONTEIRO
6224650,MONGAGUÁ,IOLANDA ARLETE ARCARI MUNIZ,1,EMEF. FLÓRIDA MIRIM
6225337,MONGAGUÁ,MARCIO ROGERIO FERREIRA,1,EE. PROF. AIDA LEDA BAUER DAVIES
6225889,MONGAGUÁ,Democratas,3,EE. AGENOR DE CAMPOS
6225891,MONGAGUÁ,Democratas,1,EE. AGENOR DE CAMPOS
6225892,MONGAGUÁ,Democratas,1,EMEF. TONICO SILVA
6226966,MONGAGUÁ,ANTONIO EDUARDO DOS SANTOS,12,EE. PROF. ARACY DA SILVA FREITAS
6227138,MONGAGUÁ,LUCIANO LARA VIEIRA,2,EMEF. VERA CRUZ
6228100,MONGAGUÁ,DIEGO ROBERTO ALVES SAES,4,EE. AGENOR DE CAMPOS
6230027,MONGAGUÁ,DURVALENO DEUSDARA BRITO,4,EMEF. IVONE DE ALMEIDA MONTEIRO
6230147,MONGAGUÁ,PAULO HENRIQUE DOMINGOS RAMOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
6230175,MONGAGUÁ,VALTER SILVA DE LIRA,1,EMEIEF. PEQUENO PRÍNCIPE
6230644,MONGAGUÁ,DIEGO MARTINS DOMINGUES,7,EMEF. BARIGUI
6232660,MONGAGUÁ,LUCIANO LARA VIEIRA,1,EMEF. BARIGUI
6232746,MONGAGUÁ,RICHARD KOTZENT,1,EMEF. VERA CRUZ
6232754,MONGAGUÁ,SISLEY LENCINI,1,EE. PROF. AIDA LEDA BAUER DAVIES
6233092,MONGAGUÁ,DIEGO ROBERTO ALVES SAES,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
6233163,MONGAGUÁ,DIEGO MARTINS DOMINGUES,16,EMEF. FLÓRIDA MIRIM
6236169,MONGAGUÁ,DIEGO MARTINS DOMINGUES,13,EMEF. FLÓRIDA MIRIM
6236585,MONGAGUÁ,DURVALENO DEUSDARA BRITO,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6238716,MONGAGUÁ,LUCIANO LARA VIEIRA,2,EMEF. FLÓRIDA MIRIM
6239157,MONGAGUÁ,SUELI MOREIRA BRITO DOS SANTOS,1,EMEF. TONICO SILVA
6240585,MONGAGUÁ,ITAMAR EDSON DA SILVA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6242046,MONGAGUÁ,ROSANGELA APARECIDA ASSORINO,1,EE. AGENOR DE CAMPOS
6243546,MONGAGUÁ,DURVALENO DEUSDARA BRITO,1,EE. PROF. AIDA LEDA BAUER DAVIES
6244102,MONGAGUÁ,SUELI MOREIRA BRITO DOS SANTOS,1,EE. PROF. AIDA LEDA BAUER DAVIES
6244125,MONGAGUÁ,SCARLETE DE SOUZA PORTELLA,3,EE. PROF. AIDA LEDA BAUER DAVIES
6245008,MONGAGUÁ,RENATO CARBALLO LORENZO,3,EMEF. VERA CRUZ
6245011,MONGAGUÁ,RENATO CARBALLO LORENZO,1,EMEF. JACOUB KOUKDJIAN
6245560,MONGAGUÁ,CARLOS SILVA SANTOS NETO,3,EE. PROF. AIDA LEDA BAUER DAVIES
6246787,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6246859,MONGAGUÁ,ANA PAULA BUONO,2,EE. AGENOR DE CAMPOS
6249001,MONGAGUÁ,ANA PAULA OHANA DANIEL,1,EMEF. JACOUB KOUKDJIAN
6253940,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEIEF. PEQUENO PRÍNCIPE
6254331,MONGAGUÁ,JULIA GARE DOS ANJOS,1,EMEF. BARIGUI
6254914,MONGAGUÁ,ANTONIO EDUARDO DOS SANTOS,13,EMEF. JACOUB KOUKDJIAN
6256456,MONGAGUÁ,RENATO CARBALLO LORENZO,3,EMEF. VERA CRUZ
6256527,MONGAGUÁ,SCARLETE DE SOUZA PORTELLA,3,EMEF. TONICO SILVA
6258574,MONGAGUÁ,SCARLETE DE SOUZA PORTELLA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
6259253,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,1,EE. AGENOR DE CAMPOS
6261174,MONGAGUÁ,MARCUS VINICIUS PEREIRA,1,EMEF. VERA CRUZ
6261320,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,3,EMEF. BARIGUI
6261703,MONGAGUÁ,APARECIDA MARIA DE APARÍCIO DE PAULA E SILVA,1,EMEF. TONICO SILVA
6262387,MONGAGUÁ,JULIA GARE DOS ANJOS,1,EMEF. BARIGUI
6262560,MONGAGUÁ,SILVIO VIANA VIEIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6262685,MONGAGUÁ,ROGÉRIO SIMÕES DE ARAÚJO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
6263571,MONGAGUÁ,LUCIANO LARA VIEIRA,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6264718,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,1,EE. PROF. ARACY DA SILVA FREITAS
6265544,MONGAGUÁ,LUCIANO LARA VIEIRA,2,EE. PROF. ARACY DA SILVA FREITAS
6266426,MONGAGUÁ,PATRÍCIA ALENCAR DE OLIVEIRA BAPTISTA,1,EMEIEF. PEQUENO PRÍNCIPE
6266701,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
6268175,MONGAGUÁ,FABRICIO GARCIA LUIZ DE ALMEIDA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6268679,MONGAGUÁ,ANDERSON GONÇALVES DA ROCHA,1,EMEF. BARIGUI
6269537,MONGAGUÁ,IOLANDA ARLETE ARCARI MUNIZ,1,EMEF. REGINA MARIA
6269628,MONGAGUÁ,CARLOS NOGUEIRA DA SILVA,1,EMEF. BARIGUI
6270154,MONGAGUÁ,PAULO DE OLIVEIRA TAVARES,1,EMEF. JACOUB KOUKDJIAN
6270554,MONGAGUÁ,LUCIANO LARA VIEIRA,2,EMEF. REGINA MARIA
6272399,MONGAGUÁ,SÉRGIO SILVESTRE RODRIGUES,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
6274513,MONGAGUÁ,LUCIANO LARA VIEIRA,7,EE. PROF. AIDA LEDA BAUER DAVIES
6276947,MONGAGUÁ,LUCIANO LARA VIEIRA,6,EMEF. IVONE DE ALMEIDA MONTEIRO
6276971,MONGAGUÁ,LUCIANO LARA VIEIRA,3,EMEF. TONICO SILVA
6277295,MONGAGUÁ,SÉRGIO SILVESTRE RODRIGUES,7,EMEF. BARIGUI
6278802,MONGAGUÁ,SÉRGIO SILVESTRE RODRIGUES,10,EMEF. JACOUB KOUKDJIAN
6279150,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,3,EE. PROF. ARACY DA SILVA FREITAS
6279558,MONGAGUÁ,LINDAUVA BRANCO LIMA,1,EMEF. REGINA MARIA
6280940,MONGAGUÁ,EVERTON DE ARRUDA ALVES,2,EMEF. TONICO SILVA
6281094,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,1,EE. PROF. ARACY DA SILVA FREITAS
6283095,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,2,EMEF. PROF. PEDRO FERNANDES DANTE
6283572,MONGAGUÁ,JUCINÉIA OLIVEIRA ALVES FERREIRA,1,EMEIEF. PEQUENO PRÍNCIPE
6285427,MONGAGUÁ,SILVIO VIANA VIEIRA,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
6285837,MONGAGUÁ,EDILSON TONON D ALMEIDA,2,EE. AGENOR DE CAMPOS
6286092,MONGAGUÁ,SIDNEY DA SILVA LOPES,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6287267,MONGAGUÁ,SÉRGIO SILVESTRE RODRIGUES,13,EMEF. VERA CRUZ
6287555,MONGAGUÁ,LINDAUVA BRANCO LIMA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
6288490,MONGAGUÁ,ANDERSON GONÇALVES DA ROCHA,2,EMEF. REGINA MARIA
6289012,MONGAGUÁ,CARLOS NOGUEIRA DA SILVA,1,EMEF. REGINA MARIA
6289316,MONGAGUÁ,RENATO PORTELA ARAÚJO,9,EE. AGENOR DE CAMPOS
6292623,MONGAGUÁ,FRANCISCO INALDO FALCÃO,1,EMEF. TONICO SILVA
6293588,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,6,EMEF SIRANA KOUKDJIAN
6294055,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,1,EE. AGENOR DE CAMPOS
6294072,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,3,EE. AGENOR DE CAMPOS
6294909,MONGAGUÁ,SILVIO VIANA VIEIRA,2,EMEF. TONICO SILVA
6295428,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEF. VERA CRUZ
6295625,MONGAGUÁ,RICARDO POETA,1,EMEF. TONICO SILVA
6296427,MONGAGUÁ,VOTO BRANCO,9,EMEF. VERA CRUZ
6296594,MONGAGUÁ,EDUARDO DA SILVA DUARTE,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6297100,MONGAGUÁ,LUIZ BERBIZ DE OLIVEIRA,7,EE. AGENOR DE CAMPOS
6297902,MONGAGUÁ,SILVIO VIANA VIEIRA,1,EE. PROF. AIDA LEDA BAUER DAVIES
6299048,MONGAGUÁ,DANIEL SOARES DA SILVA,2,EMEIEF. PEQUENO PRÍNCIPE
6299366,MONGAGUÁ,SILVIO VIANA VIEIRA,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6303257,MONGAGUÁ,IARA DOS SANTOS SILVA,1,EMEF. PROF. PEDRO FERNANDES DANTE
6303767,MONGAGUÁ,ANA PAULA OHANA DANIEL,1,EMEF. PROF. PEDRO FERNANDES DANTE
6304579,MONGAGUÁ,ALESSANDRA BARBOZA DA SILVA,1,EMEF. PROF. PEDRO FERNANDES DANTE
6304580,MONGAGUÁ,CRISTINA APARECIDA SANTOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
6305348,MONGAGUÁ,SILVIO VIANA VIEIRA,6,EE. AGENOR DE CAMPOS
6305416,MONGAGUÁ,LEONARDO MARQUES DE OLIVEIRA,2,EMEIEF SÍTIO DO PICA PAU AMARELO
6305721,MONGAGUÁ,RENATO CARBALLO LORENZO,4,EE. PROF. ARACY DA SILVA FREITAS
6308862,MONGAGUÁ,PAULO HENRIQUE DOMINGOS RAMOS,3,EMEF. PROF. PEDRO FERNANDES DANTE
6309078,MONGAGUÁ,DANIEL SOARES DA SILVA,3,EMEF. JACOUB KOUKDJIAN
6309781,MONGAGUÁ,KELLY DE LIRA CAPATTO,2,EMEF. TONICO SILVA
6310609,MONGAGUÁ,EDUARDO DA SILVA DUARTE,1,EE. AGENOR DE CAMPOS
6311550,MONGAGUÁ,FABRICIO GARCIA LUIZ DE ALMEIDA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
6311899,MONGAGUÁ,JULIO CESAR DELFINO DE OLIVEIRA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
6312086,MONGAGUÁ,EDUARDO DA SILVA DUARTE,1,EE. AGENOR DE CAMPOS
6312614,MONGAGUÁ,LUIZ BERBIZ DE OLIVEIRA,5,EE. PROF. ARACY DA SILVA FREITAS
6313780,MONGAGUÁ,KELLY DE LIRA CAPATTO,3,EMEF. JACOUB KOUKDJIAN
6314430,MONGAGUÁ,TIAGO JOSÉ DE OLIVEIRA,8,EMEF SIRANA KOUKDJIAN
6314911,MONGAGUÁ,ALINI ARAUJO ONORIO,1,EMEF SIRANA KOUKDJIAN
6317941,MONGAGUÁ,FABIO PEREIRA DOS SANTOS,1,EMEF. REGINA MARIA
6318184,MONGAGUÁ,ROSANGELA FATIMA MONTE RIBEIRO,2,EMEF. BARIGUI
6318326,MONGAGUÁ,MARIA PAULA PEREIRA KOUKDJIAN,6,EMEF. BARIGUI
6318714,MONGAGUÁ,ANDRÉ ALVES DOS SANTOS,1,EMEF. VERA CRUZ
6322174,MONGAGUÁ,LUCAS EDUARDO DA SILVA SAMPAIO,1,EMEF. TONICO SILVA
6322175,MONGAGUÁ,LUCAS EDUARDO DA SILVA SAMPAIO,4,EMEF. JACOUB KOUKDJIAN
6323767,MONGAGUÁ,ELIANA CADENAZZI,1,EMEF. TONICO SILVA
6324797,MONGAGUÁ,ADRIANO FARIA DO NASCIMENTO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
6325486,MONGAGUÁ,ALESSANDRA BARBOZA DA SILVA,2,EMEF SIRANA KOUKDJIAN
6325807,MONGAGUÁ,ADRIANO FARIA DO NASCIMENTO,1,EMEF. TONICO SILVA
6326966,MONGAGUÁ,APARECIDA MARIA DE APARÍCIO DE PAULA E SILVA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
6330648,MONGAGUÁ,AUREO TADEUS DA SILVA,3,EMEF. REGINA MARIA
6330714,MONGAGUÁ,ELISEU MARTINS DE JESUS GOMES,4,EMEF. REGINA MARIA
6331267,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,3,EMEF. TONICO SILVA
6332066,MONGAGUÁ,IONE MENGHI BRACCO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6332706,MONGAGUÁ,ANDRÉ ALVES DOS SANTOS,1,EMEF. TONICO SILVA
6333157,MONGAGUÁ,ANDRÉ ALVES DOS SANTOS,1,EMEF. JACOUB KOUKDJIAN
6334302,MONGAGUÁ,IVAN BISPO DOS SANTOS,1,EMEF. BARIGUI
6335904,MONGAGUÁ,RICHARD KOTZENT,1,EMEF. REGINA MARIA
6337090,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,1,EMEF. VERA CRUZ
6337270,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,5,EE. PROF. AIDA LEDA BAUER DAVIES
6337795,MONGAGUÁ,IVAN BISPO DOS SANTOS,1,EMEF. VERA CRUZ
6338327,MONGAGUÁ,JULIO CESAR DELFINO DE OLIVEIRA,2,EMEF. BARIGUI
6338792,MONGAGUÁ,IVAN BISPO DOS SANTOS,1,EMEF. BARIGUI
6339957,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6340214,MONGAGUÁ,JAQUELINE DE ARAÚJO IVANOFF,1,EMEF. BARIGUI
6340721,MONGAGUÁ,JULIO CESAR DELFINO DE OLIVEIRA,1,EMEF. FLÓRIDA MIRIM
6340725,MONGAGUÁ,MICHAEL GETRO CALSAVARI NEVES,2,EMEF. IVONE DE ALMEIDA MONTEIRO
6340995,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,1,EMEF. BARIGUI
6340997,MONGAGUÁ,IONE MENGHI BRACCO,1,EE. AGENOR DE CAMPOS
6341092,MONGAGUÁ,MAURO WILLIANS KHATAUNIAN,3,EMEF. IVONE DE ALMEIDA MONTEIRO
6341263,MONGAGUÁ,MICHAEL GETRO CALSAVARI NEVES,1,EMEF. TONICO SILVA
6341634,MONGAGUÁ,ROSANGELA FATIMA MONTE RIBEIRO,4,EE. PROF. AIDA LEDA BAUER DAVIES
6342196,MONGAGUÁ,RENATO PORTELA ARAÚJO,7,EE. AGENOR DE CAMPOS
6346202,MONGAGUÁ,TIAGO GOMES,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
6346625,MONGAGUÁ,ELIETE MIRANDA CRUZ DOS SANTOS,1,EMEF. JACOUB KOUKDJIAN
6349048,MONGAGUÁ,DANIEL SOARES DA SILVA,3,EMEIEF SÍTIO DO PICA PAU AMARELO
6350206,MONGAGUÁ,RENATO PORTELA ARAÚJO,11,EE. AGENOR DE CAMPOS
6351951,MONGAGUÁ,AUREO TADEUS DA SILVA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6354182,MONGAGUÁ,JULIA GARE DOS ANJOS,1,EMEF. FLÓRIDA MIRIM
6354905,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,4,EE. AGENOR DE CAMPOS
6355161,MONGAGUÁ,RENATO PORTELA ARAÚJO,4,EE. PROF. ARACY DA SILVA FREITAS
6356025,MONGAGUÁ,AUREO TADEUS DA SILVA,3,EMEF. REGINA MARIA
6356932,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,1,EE. AGENOR DE CAMPOS
6357638,MONGAGUÁ,ROSANGELA FATIMA MONTE RIBEIRO,2,EMEF. JACOUB KOUKDJIAN
6358080,MONGAGUÁ,SILVIO TAMAGNINI DE AQUINO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6358109,MONGAGUÁ,MARCELO DA SILVA RAMOS,5,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6358198,MONGAGUÁ,JAQUELINE DE ARAÚJO IVANOFF,1,EMEF. FLÓRIDA MIRIM
6360021,MONGAGUÁ,DANIEL SOARES DA SILVA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
6360312,MONGAGUÁ,PRISCILA OLIVEIRA PICON,1,EMEF. IVONE DE ALMEIDA MONTEIRO
6363221,MONGAGUÁ,LUCIANO LARA VIEIRA,4,EMEF. VERA CRUZ
6363397,MONGAGUÁ,SILVIO TAMAGNINI DE AQUINO,2,EMEF. REGINA MARIA
6364748,MONGAGUÁ,LUCIANO LARA VIEIRA,1,EMEF. BARIGUI
6365517,MONGAGUÁ,MAURO WILLIANS KHATAUNIAN,1,EMEIEF. PEQUENO PRÍNCIPE
6365643,MONGAGUÁ,SERGIO CARLOS FONSECA DOMINGOS,1,EMEIEF. PEQUENO PRÍNCIPE
6366345,MONGAGUÁ,RICHARD KOTZENT,3,EMEIEF. PEQUENO PRÍNCIPE
6366492,MONGAGUÁ,MARCIO ROGERIO FERREIRA,1,EMEF. TONICO SILVA
6366757,MONGAGUÁ,LUCIANO LARA VIEIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6367096,MONGAGUÁ,MARCELO DA SILVA RAMOS,11,EE. PROF. AIDA LEDA BAUER DAVIES
6367726,MONGAGUÁ,LUCIANO LARA VIEIRA,4,EMEF. VERA CRUZ
6368228,MONGAGUÁ,LUCIANO LARA VIEIRA,1,EMEF. VERA CRUZ
6368645,MONGAGUÁ,MARCELO DA CONCEIÇÃO,1,EMEF. BARIGUI
6368664,MONGAGUÁ,SERGIO CARLOS FONSECA DOMINGOS,1,EE. AGENOR DE CAMPOS
6369366,MONGAGUÁ,MARCELO DA SILVA RAMOS,1,EE. AGENOR DE CAMPOS
6369384,MONGAGUÁ,MARCELO DA SILVA RAMOS,3,EMEF. IVONE DE ALMEIDA MONTEIRO
6370182,MONGAGUÁ,SERGIO CARLOS FONSECA DOMINGOS,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6370645,MONGAGUÁ,PATRÍCIA ALENCAR DE OLIVEIRA BAPTISTA,1,EMEF. JACOUB KOUKDJIAN
6371773,MONGAGUÁ,LEOLINDA FONSECA TENORIO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6371807,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,8,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6371947,MONGAGUÁ,SILVIO TAMAGNINI DE AQUINO,1,EE. PROF. ARACY DA SILVA FREITAS
6372048,MONGAGUÁ,ANDRÉ DA SILVA ROCHA,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6372398,MONGAGUÁ,MICHELLE BRITO DA SILVA,1,EE. PROF. ARACY DA SILVA FREITAS
6373603,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
6374141,MONGAGUÁ,PATRÍCIA ALENCAR DE OLIVEIRA BAPTISTA,1,EMEF. TONICO SILVA
6374314,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,5,EMEF. FLÓRIDA MIRIM
6374344,MONGAGUÁ,ELIETE MIRANDA CRUZ DOS SANTOS,2,EMEIEF. PEQUENO PRÍNCIPE
6375381,MONGAGUÁ,PAULO DE OLIVEIRA TAVARES,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6377139,MONGAGUÁ,PATRÍCIA ALENCAR DE OLIVEIRA BAPTISTA,1,EMEF. REGINA MARIA
6377989,MONGAGUÁ,MARCIO ROGERIO FERREIRA,1,EE. PROF. AIDA LEDA BAUER DAVIES
6379243,MONGAGUÁ,SUELI MOREIRA BRITO DOS SANTOS,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6379251,MONGAGUÁ,MARÍLIA APARECIDA TERRÃO,1,EMEF. VERA CRUZ
6380184,MONGAGUÁ,LUCIANO LARA VIEIRA,1,EMEF. BARIGUI
6381390,MONGAGUÁ,LUIZ BERBIZ DE OLIVEIRA,2,EE. PROF. ARACY DA SILVA FREITAS
6382857,MONGAGUÁ,ROSANGELA FATIMA MONTE RIBEIRO,2,EMEIEF. PEQUENO PRÍNCIPE
6383891,MONGAGUÁ,SANDRO LARA VIEIRA,1,EE. PROF. ARACY DA SILVA FREITAS
6384151,MONGAGUÁ,RENATA JULIA TORTORA RODRIGUES,2,EMEF. PROF. PEDRO FERNANDES DANTE
6384153,MONGAGUÁ,VANDERLEI GOMES BARBOZA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6384951,MONGAGUÁ,MARCIO ROGERIO FERREIRA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
6386104,MONGAGUÁ,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6386105,MONGAGUÁ,BALDUINO RODRIGUES DINIZ,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6388847,MONGAGUÁ,JUCILENE CRISTINA EMERENCIANO,1,EMEIEF SÍTIO DO PICA PAU AMARELO
