,NM_MUNICIPIO,DS_CARGO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
2737583,MONGAGUÁ,Vereador,MARIA DO ROSARIO LISBOA GONÇALVES,3,EE. PROF. AIDA LEDA BAUER DAVIES
2737724,MONGAGUÁ,Vereador,FRANCISCO INALDO FALCÃO,1,EE. PROF. ARACY DA SILVA FREITAS
2738095,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,1,EE. PROF. AIDA LEDA BAUER DAVIES
2738699,MONGAGUÁ,Vereador,ALEXANDRE MONTEIRO DA SILVA,7,EMEF. FLÓRIDA MIRIM
2738700,MONGAGUÁ,Vereador,ALEXANDRE MONTEIRO DA SILVA,1,EMEF. TONICO SILVA
2739197,MONGAGUÁ,Vereador,AURIVALDO JOSE DOS SANTOS,2,EMEF. PROF. PEDRO FERNANDES DANTE
2739240,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,4,EMEF. PROF. PEDRO FERNANDES DANTE
2739564,MONGAGUÁ,Vereador,VALTER SILVA DE LIRA,2,EMEF. JACOUB KOUKDJIAN
2739565,MONGAGUÁ,Vereador,VALTER SILVA DE LIRA,1,EMEF VEREADOR GIVALDO ALVES GOMES
2739566,MONGAGUÁ,Vereador,VALTER SILVA DE LIRA,1,EE. AGENOR DE CAMPOS
2740593,MONGAGUÁ,Vereador,FRANCISCA AUDIRENE ROCHA PORTELA,1,EMEIEF. PEQUENO PRÍNCIPE
2740742,MONGAGUÁ,Vereador,ANDREA MENDES SALVINO,1,EMEF. PROF. PEDRO FERNANDES DANTE
2741120,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,6,EMEF SIRANA KOUKDJIAN
2741122,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2741208,MONGAGUÁ,Vereador,ROBERTA MOREIRA DE ALMEIDA,4,EMEF. PROF. PEDRO FERNANDES DANTE
2742087,MONGAGUÁ,Vereador,LAÉRCIO PAIVA,1,EMEIEF CLAUDIA MARIA ANDRELLA
2742594,MONGAGUÁ,Vereador,RANIERIK FERNANDES DE LIMA,5,EMEF. BARIGUI
2742599,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,1,EMEF SIRANA KOUKDJIAN
2742747,MONGAGUÁ,Vereador,ALEXANDRE MONTEIRO DA SILVA,3,EMEF. FLÓRIDA MIRIM
2742749,MONGAGUÁ,Vereador,ALEXANDRE MONTEIRO DA SILVA,2,EE. AGENOR DE CAMPOS
2743239,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,3,EMEF. PROF. PEDRO FERNANDES DANTE
2743240,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,3,EE. PROF. ARACY DA SILVA FREITAS
2744249,MONGAGUÁ,Vereador,TATHIANE TUPINA PRETTYMAN FRAGA MOREIRA,1,EMEF SIRANA KOUKDJIAN
2744250,MONGAGUÁ,Vereador,TATHIANE TUPINA PRETTYMAN FRAGA MOREIRA,1,EE. AGENOR DE CAMPOS
2744597,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2744598,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2744599,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
2744600,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,8,EMEIEF CLAUDIA MARIA ANDRELLA
2745215,MONGAGUÁ,Vereador,WALTER LUIZ DA COSTA,4,EMEF VEREADOR GIVALDO ALVES GOMES
2745225,MONGAGUÁ,Vereador,ALEXANDRE MONTEIRO DA SILVA,1,EE. PROF. AIDA LEDA BAUER DAVIES
2745227,MONGAGUÁ,Vereador,ALEXANDRE MONTEIRO DA SILVA,1,EMEF. JACOUB KOUKDJIAN
2746605,MONGAGUÁ,Vereador,MARCELO DOS SANTOS CONCEIÇÃO,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2746606,MONGAGUÁ,Vereador,MARCELO DOS SANTOS CONCEIÇÃO,2,EMEIEF CLAUDIA MARIA ANDRELLA
2747112,MONGAGUÁ,Vereador,MARCOS SIQUEIRA GONÇALVES,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2747114,MONGAGUÁ,Vereador,ABNER ALMEIDA BEZERRA,2,EMEIEF CLAUDIA MARIA ANDRELLA
2747128,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,5,EMEF. JACOUB KOUKDJIAN
2747129,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,2,EMEF VEREADOR GIVALDO ALVES GOMES
2747212,MONGAGUÁ,Vereador,TATHIANE TUPINA PRETTYMAN FRAGA MOREIRA,1,EE. PROF. AIDA LEDA BAUER DAVIES
2747240,MONGAGUÁ,Vereador,FLAVIO ELEANDRO SANTANA PASSOS,1,EMEF SIRANA KOUKDJIAN
2747585,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,4,EE. AGENOR DE CAMPOS
2747589,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,2,EMEIEF CLAUDIA MARIA ANDRELLA
2747626,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2748083,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2748084,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
2748094,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,4,EMEIEF CLAUDIA MARIA ANDRELLA
2748208,MONGAGUÁ,Vereador,ALEXANDRE MONTEIRO DA SILVA,1,EMEF. BARIGUI
2748622,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,3,EMEF SIRANA KOUKDJIAN
2748627,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,2,EE. PROF. AIDA LEDA BAUER DAVIES
2748628,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,7,EMEIEF. PEQUENO PRÍNCIPE
2748629,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,4,EMEF. JACOUB KOUKDJIAN
2748630,MONGAGUÁ,Vereador,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEF. JACOUB KOUKDJIAN
2748633,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,6,EMEF. JACOUB KOUKDJIAN
2748742,MONGAGUÁ,Vereador,AURIVALDO JOSE DOS SANTOS,1,EMEF SIRANA KOUKDJIAN
2748756,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,9,EMEF SIRANA KOUKDJIAN
2749103,MONGAGUÁ,Vereador,PAULO HENRIQUE VILELA,1,EMEF VEREADOR GIVALDO ALVES GOMES
2749270,MONGAGUÁ,Vereador,FRANCISCO INALDO FALCÃO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2749601,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,2,EMEF VEREADOR GIVALDO ALVES GOMES
2749769,MONGAGUÁ,Vereador,JOSÉ JORGE SALOMÃO TEXEIRA,6,EMEF SIRANA KOUKDJIAN
2749770,MONGAGUÁ,Vereador,TATHIANE TUPINA PRETTYMAN FRAGA MOREIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2750612,MONGAGUÁ,Vereador,FRANCISCA AUDIRENE ROCHA PORTELA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2750622,MONGAGUÁ,Vereador,FRANCISCA AUDIRENE ROCHA PORTELA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2751120,MONGAGUÁ,Vereador,VALTER SILVA DE LIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2751121,MONGAGUÁ,Vereador,MANOEL MESSIAS DE ALMEIDA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2751273,MONGAGUÁ,Vereador,LIAMARA ZUBIA CHILA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
2751275,MONGAGUÁ,Vereador,TATHIANE TUPINA PRETTYMAN FRAGA MOREIRA,1,EMEF. BARIGUI
2751276,MONGAGUÁ,Vereador,TATHIANE TUPINA PRETTYMAN FRAGA MOREIRA,1,EE. PROF. ARACY DA SILVA FREITAS
2751622,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,3,EMEIEF. PEQUENO PRÍNCIPE
2751623,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,6,EMEIEF. PEQUENO PRÍNCIPE
2751626,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2751628,MONGAGUÁ,Vereador,DAIANA CRISTINA FRANZEM ANDRELO,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2751642,MONGAGUÁ,Vereador,ANDERSON LUIZ DE OLIVEIRA,6,EMEIEF. PEQUENO PRÍNCIPE
2751646,MONGAGUÁ,Vereador,ANDERSON LUIZ DE OLIVEIRA,3,EMEIEF. PEQUENO PRÍNCIPE
2751656,MONGAGUÁ,Vereador,ANDERSON LUIZ DE OLIVEIRA,16,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2752154,MONGAGUÁ,Vereador,EDIMILSON JOAQUIM JUSTINIANO,1,EMEF SIRANA KOUKDJIAN
2752155,MONGAGUÁ,Vereador,CLAUDIA GREGÓRIO DA CRUZ,3,EMEIEF. PEQUENO PRÍNCIPE
2752239,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,5,EMEIEF. PEQUENO PRÍNCIPE
2752241,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,5,EMEIEF. PEQUENO PRÍNCIPE
2752251,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2752601,MONGAGUÁ,Vereador,EDIMILSON JOAQUIM JUSTINIANO,3,EMEF. JACOUB KOUKDJIAN
2752603,MONGAGUÁ,Vereador,EDIMILSON JOAQUIM JUSTINIANO,1,EMEF. JACOUB KOUKDJIAN
2752609,MONGAGUÁ,Vereador,VANDERLEI ALVES CARDOSO,1,EMEIEF. PEQUENO PRÍNCIPE
2752612,MONGAGUÁ,Vereador,VANDERLEI ALVES CARDOSO,1,EMEIEF. PEQUENO PRÍNCIPE
2752738,MONGAGUÁ,Vereador,ALEXANDRE MONTEIRO DA SILVA,1,EMEF SIRANA KOUKDJIAN
2753146,MONGAGUÁ,Vereador,LILIAN SOLEDAD DA SILVA DE SOUZA,4,EMEIEF. PEQUENO PRÍNCIPE
2753147,MONGAGUÁ,Vereador,LILIAN SOLEDAD DA SILVA DE SOUZA,2,EMEIEF. PEQUENO PRÍNCIPE
2753156,MONGAGUÁ,Vereador,LILIAN SOLEDAD DA SILVA DE SOUZA,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2753251,MONGAGUÁ,Vereador,WAGNER MARTINS DOS REIS,1,EMEF. FLÓRIDA MIRIM
2754722,MONGAGUÁ,Vereador,ROBERTA MOREIRA DE ALMEIDA,2,EMEF SIRANA KOUKDJIAN
2754723,MONGAGUÁ,Vereador,ROBERTA MOREIRA DE ALMEIDA,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2754772,MONGAGUÁ,Vereador,WAGNER LACERDA FERREIRA,2,EE. PROF. AIDA LEDA BAUER DAVIES
2754773,MONGAGUÁ,Vereador,WAGNER LACERDA FERREIRA,1,EMEF. JACOUB KOUKDJIAN
2755273,MONGAGUÁ,Vereador,ALEXANDRE MONTEIRO DA SILVA,2,EMEF. TONICO SILVA
2756137,MONGAGUÁ,Vereador,MARCOS SIQUEIRA GONÇALVES,2,EMEF. PROF. PEDRO FERNANDES DANTE
2756740,MONGAGUÁ,Vereador,LUCIMARA SILVA LIRA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2756743,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,3,EMEF SIRANA KOUKDJIAN
2756785,MONGAGUÁ,Vereador,ADEILSON JOSE DA SILVA,3,EMEF SIRANA KOUKDJIAN
2756788,MONGAGUÁ,Vereador,ADEILSON JOSE DA SILVA,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2757617,MONGAGUÁ,Vereador,RANIERIK FERNANDES DE LIMA,5,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2757627,MONGAGUÁ,Vereador,RANIERIK FERNANDES DE LIMA,7,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2757628,MONGAGUÁ,Vereador,RANIERIK FERNANDES DE LIMA,7,EMEF. PREFEITO CASSIMIRO CORREA NETO
2757633,MONGAGUÁ,Vereador,RANIERIK FERNANDES DE LIMA,3,EMEIEF CLAUDIA MARIA ANDRELLA
2757644,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2757741,MONGAGUÁ,Vereador,MARLENE APARECIDA DE SOUZA ZERTUS,1,EMEF. FLÓRIDA MIRIM
2758168,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,6,EMEF SIRANA KOUKDJIAN
2758169,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,3,EMEF. FLÓRIDA MIRIM
2758172,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,1,EMEIEF CLAUDIA MARIA ANDRELLA
2758175,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2759143,MONGAGUÁ,Vereador,SILVIO BAYEUX DA SILVA NETO,1,EMEF SIRANA KOUKDJIAN
2759155,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,5,EE. PROF. ARACY DA SILVA FREITAS
2759156,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,3,EMEIEF CLAUDIA MARIA ANDRELLA
2759172,MONGAGUÁ,Vereador,PAULO HENRIQUE VILELA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2759251,MONGAGUÁ,Vereador,AURIVALDO JOSE DOS SANTOS,8,EMEF SIRANA KOUKDJIAN
2759264,MONGAGUÁ,Vereador,AURIVALDO JOSE DOS SANTOS,1,EMEIEF. PEQUENO PRÍNCIPE
2759266,MONGAGUÁ,Vereador,AURIVALDO JOSE DOS SANTOS,2,EMEF. JACOUB KOUKDJIAN
2759268,MONGAGUÁ,Vereador,AURIVALDO JOSE DOS SANTOS,2,EMEF. JACOUB KOUKDJIAN
2759300,MONGAGUÁ,Vereador,WALTER LUIZ DA COSTA,1,EMEF. JACOUB KOUKDJIAN
2759657,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2759761,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,10,EMEF SIRANA KOUKDJIAN
2759769,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,12,EE. PROF. AIDA LEDA BAUER DAVIES
2759773,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,3,EMEIEF. PEQUENO PRÍNCIPE
2759774,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,5,EMEF. JACOUB KOUKDJIAN
2759777,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,5,EMEF. JACOUB KOUKDJIAN
2760150,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,6,EMEF. PROF. PEDRO FERNANDES DANTE
2760297,MONGAGUÁ,Vereador,FLAVIO ELEANDRO SANTANA PASSOS,1,EE. PROF. AIDA LEDA BAUER DAVIES
2760635,MONGAGUÁ,Vereador,ANDERSON LUIZ DE OLIVEIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
2760669,MONGAGUÁ,Vereador,MARCELO DOS SANTOS CONCEIÇÃO,4,EMEIEF CLAUDIA MARIA ANDRELLA
2760792,MONGAGUÁ,Vereador,CLAUDIA APARECIDA DIAS,1,EE. PROF. AIDA LEDA BAUER DAVIES
2761171,MONGAGUÁ,Vereador,LILIAN SOLEDAD DA SILVA DE SOUZA,2,EMEF. PROF. PEDRO FERNANDES DANTE
2761194,MONGAGUÁ,Vereador,ABNER ALMEIDA BEZERRA,1,EMEIEF CLAUDIA MARIA ANDRELLA
2761671,MONGAGUÁ,Vereador,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEF. TONICO SILVA
2761672,MONGAGUÁ,Vereador,DAIANA CRISTINA FRANZEM ANDRELO,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
2761682,MONGAGUÁ,Vereador,EDIMILSON JOAQUIM JUSTINIANO,1,EMEF. FLÓRIDA MIRIM
2761703,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,1,EE. PROF. ARACY DA SILVA FREITAS
2762144,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,1,EMEIEF CLAUDIA MARIA ANDRELLA
2762280,MONGAGUÁ,Vereador,JOSÉ JORGE SALOMÃO TEXEIRA,5,EMEF SIRANA KOUKDJIAN
2762286,MONGAGUÁ,Vereador,JOSÉ JORGE SALOMÃO TEXEIRA,1,EE. PROF. AIDA LEDA BAUER DAVIES
2762291,MONGAGUÁ,Vereador,JOSÉ JORGE SALOMÃO TEXEIRA,1,EMEF. JACOUB KOUKDJIAN
2762292,MONGAGUÁ,Vereador,JOSÉ JORGE SALOMÃO TEXEIRA,1,EMEF. JACOUB KOUKDJIAN
2762767,MONGAGUÁ,Vereador,FRANCISCO INALDO FALCÃO,2,EE. PROF. AIDA LEDA BAUER DAVIES
2764162,MONGAGUÁ,Vereador,FRANCISCA AUDIRENE ROCHA PORTELA,1,EMEIEF CLAUDIA MARIA ANDRELLA
2764703,MONGAGUÁ,Vereador,MARCIA GERUSA DA SILVA LIMA,1,EE. PROF. ARACY DA SILVA FREITAS
2764800,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,7,EMEF. PREFEITO CASSIMIRO CORREA NETO
2764832,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,5,EMEIEF CLAUDIA MARIA ANDRELLA
2764843,MONGAGUÁ,Vereador,ANDREA MENDES SALVINO,1,EE. PROF. AIDA LEDA BAUER DAVIES
2764847,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2765290,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,4,EMEF. FLÓRIDA MIRIM
2765294,MONGAGUÁ,Vereador,ROBERTA MOREIRA DE ALMEIDA,2,EE. PROF. AIDA LEDA BAUER DAVIES
2766224,MONGAGUÁ,Vereador,GABRIELLY MALGUEIRO LOPEZ VAZ,1,EMEF. BARIGUI
2766287,MONGAGUÁ,Vereador,WAGNER MARTINS DOS REIS,5,EMEF. IVONE DE ALMEIDA MONTEIRO
2767291,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,4,EE. PROF. AIDA LEDA BAUER DAVIES
2767307,MONGAGUÁ,Vereador,WAGNER LACERDA FERREIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2767325,MONGAGUÁ,Vereador,ADEILSON JOSE DA SILVA,1,EE. PROF. AIDA LEDA BAUER DAVIES
2767671,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEIEF CLAUDIA MARIA ANDRELLA
2767674,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
2767678,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,5,EMEF. BARIGUI
2767706,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,2,EMEF. PROF. PEDRO FERNANDES DANTE
2767707,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,4,EE. PROF. ARACY DA SILVA FREITAS
2768186,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,5,EMEF. TONICO SILVA
2768197,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
2768200,MONGAGUÁ,Vereador,ANDERSON LUIZ DE OLIVEIRA,3,EMEF. PROF. PEDRO FERNANDES DANTE
2768204,MONGAGUÁ,Vereador,ANDERSON LUIZ DE OLIVEIRA,6,EE. PROF. ARACY DA SILVA FREITAS
2768209,MONGAGUÁ,Vereador,SILVIO BAYEUX DA SILVA NETO,1,EMEF. BARIGUI
2768805,MONGAGUÁ,Vereador,ANDREY HENRICK SIVIDANES RAMOS DE LIMA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2769685,MONGAGUÁ,Vereador,RODRIGO MARCELO RODRIGUES,1,EMEF. TONICO SILVA
2769698,MONGAGUÁ,Vereador,MARIA DO ROSARIO LISBOA GONÇALVES,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
2769700,MONGAGUÁ,Vereador,RANIERIK FERNANDES DE LIMA,5,EE. PROF. ARACY DA SILVA FREITAS
2769701,MONGAGUÁ,Vereador,RANIERIK FERNANDES DE LIMA,3,EMEIEF CLAUDIA MARIA ANDRELLA
2769722,MONGAGUÁ,Vereador,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF. PROF. PEDRO FERNANDES DANTE
2769724,MONGAGUÁ,Vereador,LILIAN SOLEDAD DA SILVA DE SOUZA,2,EE. PROF. ARACY DA SILVA FREITAS
2770208,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,3,EMEF. TONICO SILVA
2770347,MONGAGUÁ,Vereador,MARLENE APARECIDA DE SOUZA ZERTUS,2,EMEF. IVONE DE ALMEIDA MONTEIRO
2770675,MONGAGUÁ,Vereador,EDIMILSON JOAQUIM JUSTINIANO,7,EMEIEF CLAUDIA MARIA ANDRELLA
2770678,MONGAGUÁ,Vereador,EDIMILSON JOAQUIM JUSTINIANO,1,EMEF. BARIGUI
2771696,MONGAGUÁ,Vereador,VALTER SILVA DE LIRA,1,EMEIEF SÍTIO DO PICA PAU AMARELO
2771697,MONGAGUÁ,Vereador,MANOEL MESSIAS DE ALMEIDA,2,EMEIEF SÍTIO DO PICA PAU AMARELO
2771698,MONGAGUÁ,Vereador,MANOEL MESSIAS DE ALMEIDA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
2771720,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,2,EMEF. BARIGUI
2771721,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2771722,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2771723,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,2,EMEF SIRANA KOUKDJIAN
2771724,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
2772215,MONGAGUÁ,Vereador,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
2772216,MONGAGUÁ,Vereador,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEIEF. PEQUENO PRÍNCIPE
2772307,MONGAGUÁ,Vereador,AURIVALDO JOSE DOS SANTOS,2,EMEF SIRANA KOUKDJIAN
2772309,MONGAGUÁ,Vereador,AURIVALDO JOSE DOS SANTOS,1,EMEIEF CLAUDIA MARIA ANDRELLA
2772312,MONGAGUÁ,Vereador,ANGELA REGINA DIAS DAMIÃO,1,EMEF. JACOUB KOUKDJIAN
2772326,MONGAGUÁ,Vereador,AURIVALDO JOSE DOS SANTOS,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2772345,MONGAGUÁ,Vereador,FRANCISCO INALDO FALCÃO,1,EMEF VEREADOR GIVALDO ALVES GOMES
2772788,MONGAGUÁ,Vereador,WALTER LUIZ DA COSTA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
2772795,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,5,EMEF SIRANA KOUKDJIAN
2772796,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,2,EMEF. FLÓRIDA MIRIM
2772810,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2773219,MONGAGUÁ,Vereador,MARCELO DOS SANTOS CONCEIÇÃO,1,EMEF. BARIGUI
2773224,MONGAGUÁ,Vereador,MARCELO DOS SANTOS CONCEIÇÃO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2773225,MONGAGUÁ,Vereador,MARCELO DOS SANTOS CONCEIÇÃO,1,EMEF. PROF. PEDRO FERNANDES DANTE
2773724,MONGAGUÁ,Vereador,MARCOS SIQUEIRA GONÇALVES,2,EMEF SIRANA KOUKDJIAN
2774171,MONGAGUÁ,Vereador,ABNER ALMEIDA BEZERRA,3,EMEF. BARIGUI
2774342,MONGAGUÁ,Vereador,LIAMARA ZUBIA CHILA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
2774343,MONGAGUÁ,Vereador,LIAMARA ZUBIA CHILA,1,EMEF. FLÓRIDA MIRIM
2774344,MONGAGUÁ,Vereador,FRANCISCO LIMA DE MENDONÇA,2,EMEIEF CLAUDIA MARIA ANDRELLA
2774683,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,6,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2774685,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,8,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2774688,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,2,EMEF. PROF. PEDRO FERNANDES DANTE
2774819,MONGAGUÁ,Vereador,JOSÉ JORGE SALOMÃO TEXEIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2775304,MONGAGUÁ,Vereador,ANDREA MENDES SALVINO,1,EMEIEF CLAUDIA MARIA ANDRELLA
2775310,MONGAGUÁ,Vereador,ROBERTA MOREIRA DE ALMEIDA,1,EMEF. JACOUB KOUKDJIAN
2775326,MONGAGUÁ,Vereador,ROBERTA MOREIRA DE ALMEIDA,1,EMEIEF CLAUDIA MARIA ANDRELLA
2776189,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
2776190,MONGAGUÁ,Vereador,THYAGO JACOB DOS ANJOS PEREIRA,8,EMEF. PROF. PEDRO FERNANDES DANTE
2776310,MONGAGUÁ,Vereador,WAGNER MARTINS DOS REIS,1,EE. PROF. ARACY DA SILVA FREITAS
2776717,MONGAGUÁ,Vereador,FRANCISCA AUDIRENE ROCHA PORTELA,1,EMEF. PROF. PEDRO FERNANDES DANTE
2777299,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,7,EMEF. JACOUB KOUKDJIAN
2777303,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,2,EMEF VEREADOR GIVALDO ALVES GOMES
2777307,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,3,EE. AGENOR DE CAMPOS
2777308,MONGAGUÁ,Vereador,ALEX MARCELO DOS SANTOS,2,EMEIEF CLAUDIA MARIA ANDRELLA
2777320,MONGAGUÁ,Vereador,ADEILSON JOSE DA SILVA,5,EMEF. JACOUB KOUKDJIAN
